zip_code,billing_month,billed_amount
75582,2022-03-01,18961.99
75829,2024-03-01,20074.9
75884,2023-02-01,24700.07
75977,2022-05-01,19784.0
76283,2024-05-01,16238.11
76303,2021-03-01,24871.82
75679,2021-03-01,22096.33
76063,2021-12-01,14561.7
76186,2022-08-01,17584.53
75885,2024-11-01,21302.3
75036,2022-06-01,19524.46
76426,2023-03-01,12960.72
76467,2021-03-01,18879.32
75744,2021-11-01,14621.8
75153,2023-01-01,18317.49
75550,2022-12-01,11501.68
75373,2022-04-01,13545.47
76293,2024-02-01,28493.2
75987,2024-11-01,15868.81
75541,2021-12-01,23567.28
76342,2022-09-01,17370.67
75191,2021-07-01,11985.4
76300,2023-07-01,12600.13
75933,2022-05-01,14035.19
75070,2023-01-01,28728.67
75632,2022-11-01,16844.43
75884,2024-06-01,18905.33
75782,2023-07-01,21408.93
75895,2024-02-01,20522.96
75644,2021-01-01,22324.95
75558,2022-04-01,15372.91
76335,2023-03-01,12080.81
75811,2021-11-01,13277.25
75255,2023-02-01,10340.68
75302,2022-09-01,15399.13
75489,2022-06-01,3000.0
75216,2021-06-01,21622.99
75444,2021-04-01,20860.46
76293,2023-09-01,13122.66
76130,2021-03-01,11115.69
76225,2021-11-01,25639.6
75027,2021-11-01,22832.43
75208,2022-07-01,16713.1
75552,2023-05-01,14624.42
75411,2021-01-01,18190.2
75304,2022-03-01,10795.53
76380,2024-03-01,19464.83
76114,2023-08-01,11989.42
75530,2023-04-01,6045.63
75690,2024-12-01,13930.84
76149,2021-11-01,12924.58
76228,2022-04-01,27034.57
76093,2021-10-01,26373.49
76195,2022-12-01,12418.38
75493,2023-10-01,17499.54
76218,2023-03-01,14718.48
75838,2023-02-01,27189.03
75406,2024-07-01,8899.1
75027,2023-02-01,20325.6
75843,2021-03-01,24389.91
75819,2023-08-01,15271.63
75265,2024-04-01,18118.02
76425,2022-06-01,23265.48
75704,2021-01-01,12465.33
76076,2022-08-01,21182.71
75682,2023-12-01,10257.92
76245,2023-04-01,10023.25
75789,2023-12-01,22253.01
75562,2021-06-01,13165.21
75428,2024-11-01,18896.69
76091,2021-12-01,12109.36
76122,2021-10-01,19403.03
75771,2024-12-01,9704.4
76082,2023-05-01,24478.19
75457,2024-03-01,22067.11
75272,2023-05-01,14993.58
75235,2024-05-01,8684.94
75939,2022-04-01,16976.54
76265,2022-08-01,16208.32
75690,2022-05-01,15278.09
76250,2021-09-01,23253.15
76472,2022-06-01,24067.65
76428,2021-04-01,20137.8
75236,2023-12-01,25452.95
76056,2022-07-01,3984.19
75117,2021-11-01,16479.56
75443,2022-05-01,16241.2
75963,2021-07-01,22210.51
76140,2023-05-01,16407.85
75170,2023-10-01,20777.16
75889,2023-07-01,15591.91
75254,2024-09-01,14629.85
76166,2021-07-01,22005.36
76392,2021-06-01,17990.84
75890,2024-08-01,19535.55
75853,2023-04-01,11798.52
76483,2023-01-01,21389.16
75475,2024-10-01,12614.6
75151,2024-07-01,26565.82
75033,2023-12-01,16717.54
75669,2021-12-01,15929.85
75630,2023-03-01,22460.94
75630,2024-12-01,17741.47
75934,2023-04-01,21587.48
75657,2022-08-01,16505.49
75606,2023-04-01,21567.62
75187,2024-04-01,17617.8
75758,2022-10-01,22334.26
75959,2023-07-01,23753.73
75441,2023-09-01,10077.2
75036,2024-10-01,19788.96
75888,2024-11-01,27148.17
75473,2024-06-01,21088.91
75312,2021-04-01,30192.42
75469,2022-04-01,13359.06
76403,2023-11-01,19289.37
75516,2022-11-01,20438.28
76413,2021-02-01,15365.65
76080,2024-07-01,11821.8
75561,2023-10-01,28849.04
75169,2022-10-01,23611.02
76239,2021-10-01,20789.35
75899,2021-10-01,18239.36
76282,2024-08-01,18701.93
75719,2024-11-01,21140.15
75448,2024-12-01,25211.74
75911,2021-05-01,14465.53
75820,2021-06-01,18528.24
75573,2024-11-01,16150.08
75198,2024-10-01,12715.53
76433,2023-11-01,14931.53
76067,2021-05-01,19081.43
75607,2021-03-01,16503.51
75576,2022-06-01,18136.42
76164,2024-11-01,21623.19
75251,2024-11-01,23775.4
75517,2023-12-01,31269.05
75525,2021-05-01,21856.21
75540,2023-08-01,14915.51
75286,2024-08-01,23513.63
75259,2024-08-01,16410.56
75775,2022-07-01,14504.1
75710,2022-04-01,21114.08
75439,2021-12-01,25068.7
75112,2024-09-01,14972.37
75701,2024-05-01,19577.0
75345,2024-06-01,20281.75
76414,2022-12-01,13257.18
75419,2024-08-01,10842.78
75956,2024-03-01,10985.73
76355,2024-07-01,24394.25
76001,2023-06-01,15680.74
75470,2023-11-01,14848.61
76202,2024-04-01,19592.27
76492,2022-05-01,24504.07
75170,2021-07-01,12176.5
76484,2024-07-01,8559.07
75063,2024-05-01,25377.88
76023,2021-03-01,20568.97
75787,2021-04-01,12636.49
75539,2023-02-01,15808.47
75202,2024-10-01,12988.17
75867,2022-03-01,21199.71
75581,2023-03-01,23114.14
75766,2023-04-01,21346.41
76137,2021-09-01,18832.07
75181,2022-10-01,19890.49
76213,2021-07-01,14291.62
75008,2021-01-01,15779.15
76383,2023-10-01,18029.99
76474,2022-11-01,16616.61
75552,2023-05-01,18002.82
76076,2022-02-01,9912.18
75774,2022-05-01,22406.16
76065,2022-04-01,12639.38
75250,2022-05-01,7459.27
75418,2022-07-01,14423.46
75621,2022-03-01,16921.8
75987,2022-11-01,28088.35
75099,2022-12-01,15555.77
75593,2023-03-01,19048.62
76061,2021-05-01,19603.43
75611,2023-07-01,10425.62
76250,2021-12-01,17473.73
76332,2023-05-01,16677.78
76174,2021-07-01,18418.29
75143,2021-08-01,20115.29
75281,2024-06-01,22253.99
75781,2024-03-01,13717.69
76198,2024-11-01,20416.01
76323,2021-05-01,14357.73
75587,2022-08-01,13448.88
75992,2024-08-01,26762.89
75612,2022-08-01,8933.77
75820,2021-05-01,15416.8
75976,2022-03-01,19111.53
75056,2024-05-01,15002.67
75478,2023-11-01,18751.68
76292,2024-08-01,11285.63
75676,2022-11-01,8773.83
75099,2021-06-01,13628.16
75910,2021-12-01,18760.63
76406,2022-02-01,17142.25
75434,2023-12-01,21180.78
75246,2024-07-01,10876.59
75382,2023-03-01,15121.9
75846,2022-11-01,17640.28
75987,2023-08-01,13155.08
76104,2022-04-01,18689.88
75306,2023-10-01,16593.84
76475,2022-11-01,20434.19
75604,2023-04-01,19443.85
75890,2021-04-01,8732.8
76199,2024-03-01,25362.8
76452,2023-03-01,7138.49
75754,2024-11-01,10240.53
76258,2024-04-01,17625.27
75943,2022-09-01,19479.82
75716,2023-11-01,16588.6
75125,2024-01-01,15290.02
76062,2024-08-01,17588.9
75736,2023-11-01,20635.98
75682,2023-09-01,12267.39
75165,2023-05-01,12428.54
75177,2024-12-01,13672.25
75005,2022-04-01,24600.42
75274,2023-07-01,19864.66
75739,2023-09-01,20861.9
75240,2022-12-01,25955.16
76044,2021-01-01,21937.03
75180,2023-08-01,18782.18
76196,2022-04-01,25791.56
76386,2024-06-01,13141.65
75680,2023-07-01,16673.43
75807,2024-08-01,23781.29
75457,2024-02-01,7030.19
75186,2021-01-01,14016.16
75746,2023-09-01,21947.92
75532,2023-02-01,18532.97
75177,2024-09-01,20569.09
75809,2022-08-01,8417.9
75567,2023-01-01,13795.13
76178,2024-05-01,21245.94
76450,2024-12-01,13490.17
76386,2021-12-01,22124.24
75579,2022-03-01,19437.29
76273,2024-12-01,12139.85
76390,2023-09-01,19727.51
75452,2022-12-01,21744.75
75111,2024-12-01,19807.49
75157,2023-03-01,20685.19
76322,2023-01-01,9356.36
75610,2023-07-01,29275.23
76159,2024-04-01,32104.08
75267,2024-06-01,25143.57
76382,2024-09-01,18577.75
75869,2024-10-01,15975.36
76144,2022-05-01,16080.93
75082,2023-04-01,21919.57
75903,2024-08-01,23345.05
75686,2021-08-01,14751.9
75078,2022-01-01,17892.42
76325,2021-11-01,24284.69
75237,2022-09-01,17487.27
76018,2022-02-01,18559.65
75980,2021-05-01,24882.97
76206,2023-09-01,24077.68
76219,2023-09-01,22024.48
75791,2021-04-01,12654.55
76054,2021-08-01,12716.24
76371,2023-08-01,14321.34
75200,2022-09-01,15390.42
75430,2022-08-01,19079.85
75292,2023-03-01,17534.38
75221,2024-09-01,17192.13
75360,2021-03-01,16710.39
75460,2022-04-01,13613.03
75170,2024-08-01,15693.85
75912,2022-04-01,30167.85
76109,2024-01-01,21496.08
75110,2021-11-01,18100.22
75543,2023-09-01,10497.82
76372,2022-06-01,13047.78
75977,2024-07-01,17788.61
76306,2022-08-01,24797.94
75351,2021-12-01,19145.26
76108,2023-03-01,19077.76
75703,2024-08-01,23550.02
76211,2022-04-01,13143.61
76053,2022-08-01,25030.88
76073,2022-04-01,16082.92
76124,2021-01-01,23790.55
76008,2021-12-01,26350.63
75749,2024-07-01,13463.7
76064,2024-03-01,18000.18
75076,2022-12-01,21945.57
75662,2024-11-01,16566.59
75082,2021-07-01,16705.94
76072,2024-12-01,16008.01
76228,2022-03-01,8697.03
75209,2024-09-01,23287.42
75789,2024-11-01,12951.61
75985,2024-05-01,6553.68
75113,2023-09-01,23234.45
75673,2022-09-01,20424.07
75466,2023-05-01,11409.61
75999,2021-05-01,23431.05
75664,2023-02-01,21327.39
75325,2023-12-01,18001.61
76077,2024-06-01,16248.16
75251,2022-09-01,17388.21
75600,2024-06-01,19032.5
75630,2023-08-01,14056.76
75184,2021-01-01,23590.25
76316,2021-11-01,20778.19
75464,2021-11-01,17324.88
75160,2024-03-01,26715.48
76224,2023-03-01,16492.17
75110,2022-12-01,25746.42
76064,2024-12-01,19463.38
76331,2021-10-01,21787.99
75000,2024-10-01,16164.43
75258,2022-11-01,8651.62
76063,2022-03-01,20396.5
75555,2023-07-01,12060.38
76402,2024-05-01,14936.51
75185,2021-02-01,18379.09
75740,2022-05-01,14791.19
76326,2024-07-01,17841.44
75758,2024-04-01,18997.81
76457,2023-12-01,10628.96
75072,2024-05-01,19370.92
76145,2024-12-01,14893.99
75770,2023-11-01,12659.74
76062,2022-03-01,7993.1
75148,2024-01-01,10228.11
75149,2024-01-01,18119.79
76023,2023-01-01,18212.3
75362,2021-01-01,20591.98
75480,2023-04-01,26578.72
75769,2022-07-01,24780.56
76095,2024-04-01,22978.85
75616,2024-01-01,23932.16
76261,2021-08-01,18904.13
75906,2022-06-01,18813.67
76437,2024-12-01,25686.31
76412,2022-06-01,19082.08
75528,2021-07-01,19188.8
75319,2024-10-01,23828.5
75916,2021-08-01,16617.39
76095,2021-05-01,17327.37
75540,2021-04-01,11193.34
75893,2024-08-01,15687.18
75325,2021-07-01,16351.47
75580,2022-08-01,16633.61
75106,2021-08-01,22052.38
75931,2022-02-01,12956.33
75312,2021-04-01,25445.63
76186,2023-10-01,7699.16
75869,2021-03-01,20990.97
75210,2022-07-01,22083.23
76269,2023-06-01,21459.8
75013,2022-06-01,23477.81
75955,2022-12-01,16941.84
75609,2023-04-01,24265.08
75571,2021-02-01,14546.02
75627,2023-12-01,14965.45
75601,2021-05-01,28345.0
75120,2022-01-01,18884.08
75054,2023-09-01,22758.76
76492,2023-10-01,20480.66
75025,2023-11-01,21616.6
75274,2022-03-01,7973.72
75006,2021-10-01,19881.55
75031,2023-02-01,18078.87
75190,2021-06-01,22866.52
75503,2022-09-01,14021.47
76464,2023-11-01,23966.32
75466,2024-03-01,11967.98
75175,2022-08-01,15741.47
75737,2023-12-01,10108.54
75318,2023-09-01,12597.21
75582,2024-05-01,18034.74
75748,2024-06-01,24842.03
75208,2022-04-01,18174.86
75837,2024-11-01,11580.28
76016,2021-02-01,7445.56
75979,2024-11-01,21368.01
75507,2022-08-01,14713.07
75334,2022-03-01,15381.47
75973,2022-01-01,23383.26
76115,2021-08-01,17325.58
75125,2022-11-01,16506.81
75904,2023-10-01,18807.79
75429,2023-07-01,25409.75
75549,2022-08-01,19270.07
75855,2021-01-01,7203.5
75421,2022-08-01,13910.22
75562,2024-02-01,16577.46
76250,2023-10-01,22317.2
75000,2024-05-01,11786.98
75093,2024-07-01,18744.16
76106,2024-08-01,17590.82
75759,2024-09-01,23082.65
76180,2024-01-01,13015.37
75952,2021-09-01,18836.4
75695,2022-09-01,25665.55
75784,2021-07-01,22494.72
75717,2024-09-01,20996.4
75050,2024-08-01,16447.28
75275,2023-12-01,18756.93
76270,2023-09-01,17436.0
75954,2023-08-01,22282.84
75960,2022-07-01,20632.28
76439,2024-03-01,14862.38
75780,2021-07-01,26727.18
75704,2022-11-01,24021.77
75548,2024-02-01,13667.06
75156,2024-01-01,16280.53
76316,2024-01-01,17207.9
75330,2023-06-01,22081.39
75962,2021-05-01,13954.44
76287,2024-03-01,14654.06
75282,2021-07-01,22391.82
75082,2021-11-01,20793.36
76416,2022-12-01,8257.64
75093,2022-10-01,21287.98
75852,2024-03-01,10628.64
75975,2023-12-01,14826.88
75734,2022-11-01,16175.79
76438,2022-05-01,15653.59
75812,2021-10-01,14753.23
76213,2023-03-01,12811.13
75102,2021-09-01,20562.08
76399,2023-08-01,9934.58
76180,2022-09-01,15341.57
75141,2024-04-01,21955.44
76497,2023-01-01,19987.32
75668,2023-12-01,11077.12
75757,2024-07-01,8352.19
75702,2023-01-01,12553.89
75480,2023-04-01,7109.6
76088,2021-05-01,18458.39
75313,2021-06-01,15702.49
76165,2023-10-01,16087.4
75177,2024-02-01,20551.97
76195,2022-11-01,22368.11
75813,2022-12-01,19191.37
75781,2023-03-01,16885.54
76264,2021-08-01,14487.99
75071,2024-12-01,16245.7
76446,2024-08-01,19036.49
75404,2023-12-01,22627.26
75488,2022-09-01,11052.41
75769,2021-07-01,12360.41
75654,2022-11-01,17969.25
76326,2023-04-01,7444.53
76137,2024-01-01,19426.64
76120,2022-03-01,23282.17
76282,2023-06-01,29792.04
75630,2021-06-01,18410.35
75806,2022-08-01,22296.55
75502,2021-01-01,18109.44
76419,2022-10-01,26097.92
75830,2023-03-01,15883.86
75963,2024-03-01,19646.71
75080,2024-03-01,21018.37
76037,2021-10-01,19942.81
75679,2021-11-01,14141.76
75643,2023-01-01,11131.1
75425,2023-08-01,23106.05
75596,2022-09-01,19256.01
76277,2023-08-01,18376.47
75796,2024-09-01,22459.56
75967,2024-02-01,22225.77
76308,2022-11-01,19791.17
75612,2022-02-01,21177.93
75143,2024-03-01,15374.29
75928,2022-11-01,20669.1
75664,2023-09-01,10153.06
76193,2021-01-01,18098.8
75316,2021-11-01,21736.11
75206,2022-09-01,14405.85
75379,2023-12-01,18712.12
75704,2022-12-01,19506.39
75958,2024-11-01,13546.43
75320,2021-12-01,23645.42
76177,2022-04-01,19601.73
75592,2022-03-01,9620.32
76064,2023-02-01,18453.52
75576,2024-12-01,25268.84
75790,2023-03-01,17980.14
76073,2023-07-01,14746.71
76265,2024-06-01,15276.82
75267,2023-03-01,17199.41
75185,2023-12-01,11938.09
75095,2023-11-01,25012.18
76285,2022-06-01,22620.32
75399,2023-06-01,23386.41
75892,2022-11-01,10482.27
75250,2023-09-01,18642.72
76147,2021-10-01,23390.61
76230,2024-09-01,13265.59
75931,2023-11-01,17638.8
76435,2024-03-01,12502.78
75328,2022-01-01,22169.62
75942,2022-05-01,16926.82
76285,2022-11-01,17537.63
75953,2023-09-01,12356.9
75887,2024-02-01,25739.97
75969,2021-12-01,18254.62
75454,2022-01-01,21957.53
75788,2023-12-01,19920.24
76053,2021-12-01,13454.69
75895,2024-08-01,9794.06
76102,2024-12-01,17043.03
76214,2022-10-01,23532.41
76046,2021-08-01,8152.25
76146,2023-02-01,27741.09
76053,2022-01-01,22168.54
75611,2022-06-01,18953.5
76426,2022-01-01,17420.8
76423,2022-02-01,22293.68
76030,2024-11-01,11896.49
75328,2023-05-01,20212.04
75908,2024-09-01,19540.91
76289,2024-04-01,26977.1
75581,2023-06-01,16173.75
75967,2022-04-01,18223.22
75415,2024-06-01,17667.11
76351,2023-01-01,15415.52
76206,2021-02-01,25391.21
75627,2024-02-01,13126.76
75165,2024-06-01,10411.81
75802,2024-10-01,19219.61
76119,2024-05-01,14376.44
75630,2021-01-01,19270.72
75548,2023-04-01,21166.96
76354,2021-04-01,18730.62
75511,2024-11-01,18119.89
76294,2022-06-01,7690.97
75767,2022-07-01,20797.65
75464,2022-11-01,18981.13
76069,2023-06-01,27371.09
75799,2024-01-01,23686.11
75842,2024-05-01,10590.08
75155,2023-05-01,23303.51
76039,2022-11-01,11501.92
75187,2021-05-01,22168.5
75347,2024-11-01,25267.99
75781,2024-12-01,27335.06
75466,2023-03-01,16019.67
75274,2023-08-01,21530.06
75259,2023-05-01,23047.44
75553,2023-05-01,20353.1
75097,2022-12-01,9642.79
75685,2024-07-01,18772.27
75346,2023-07-01,20845.19
76407,2023-08-01,17992.02
76104,2021-07-01,13706.63
76142,2021-10-01,16995.56
75820,2023-05-01,22505.96
75099,2021-03-01,19967.64
75856,2022-10-01,20327.31
75955,2022-01-01,16756.94
75065,2021-11-01,20132.39
76005,2024-01-01,7467.98
76384,2022-05-01,17779.83
76243,2021-10-01,16095.29
75705,2022-07-01,18135.73
75687,2023-08-01,12135.98
75309,2024-03-01,19851.25
75026,2021-07-01,27611.94
75744,2021-07-01,18403.82
76057,2021-12-01,18232.61
75123,2022-12-01,30538.69
76218,2022-02-01,13262.41
76147,2021-08-01,20474.52
76225,2023-07-01,25901.91
76109,2024-04-01,16048.27
76365,2021-10-01,22264.33
76096,2024-07-01,18833.97
75546,2024-08-01,12626.84
75905,2023-11-01,17178.46
76222,2024-08-01,17841.06
75168,2024-01-01,14820.27
75894,2023-11-01,9966.98
75254,2024-10-01,15940.43
75180,2024-05-01,10524.57
76215,2022-04-01,20708.48
75159,2023-09-01,20745.96
75804,2023-04-01,11626.38
76478,2022-03-01,18409.98
75069,2022-04-01,11279.83
75029,2022-03-01,16190.6
75161,2024-11-01,14655.9
75862,2022-01-01,20401.06
76278,2023-05-01,9903.46
76072,2022-12-01,22915.44
75480,2023-04-01,24138.82
75471,2021-03-01,17278.92
75501,2024-02-01,11272.51
76189,2022-06-01,7532.86
75412,2023-10-01,23476.34
76021,2024-09-01,27919.54
75373,2021-05-01,18217.77
75570,2023-10-01,12186.25
76137,2024-10-01,12524.23
76128,2024-06-01,23908.08
75176,2022-05-01,18844.72
76062,2024-10-01,13153.5
76412,2022-12-01,29495.95
76296,2022-02-01,23227.06
75293,2024-10-01,20747.35
75785,2023-08-01,15210.14
76321,2024-03-01,24194.91
76357,2023-08-01,22409.44
75241,2022-12-01,17467.54
75223,2021-08-01,23441.76
75338,2021-11-01,23228.73
76088,2022-01-01,19369.72
76357,2023-11-01,12265.62
75559,2023-09-01,12893.23
76490,2023-11-01,10076.09
76238,2024-12-01,24623.06
75699,2024-07-01,10696.0
76244,2022-04-01,18170.51
75958,2022-11-01,10045.44
75236,2021-01-01,26418.25
75682,2024-09-01,12187.37
75515,2021-04-01,19613.92
76274,2021-01-01,10160.23
75478,2021-04-01,22354.0
75615,2024-06-01,23423.83
75442,2022-04-01,18087.92
75781,2021-12-01,17670.98
75365,2023-05-01,22054.8
76098,2023-11-01,14951.98
76238,2023-07-01,23444.31
75837,2024-07-01,19482.64
75047,2021-02-01,10134.82
75406,2024-03-01,27233.45
75327,2023-06-01,18920.06
75500,2021-04-01,16309.01
75368,2021-02-01,18826.84
75681,2021-10-01,14408.03
75725,2024-03-01,17235.57
75579,2023-04-01,21946.67
76390,2024-05-01,21438.48
75676,2021-10-01,21098.47
76212,2024-06-01,14994.84
75992,2022-08-01,13696.0
76475,2022-01-01,19939.46
75783,2024-10-01,21853.9
75596,2022-06-01,14336.98
75304,2021-11-01,16861.05
75441,2021-12-01,19962.42
75170,2024-06-01,17521.24
75896,2022-10-01,23786.0
76039,2021-05-01,11460.25
75902,2021-05-01,10735.06
76093,2024-07-01,23479.34
75903,2021-03-01,21085.54
75049,2022-08-01,18452.66
75368,2024-01-01,16330.52
75666,2024-09-01,20353.34
76306,2022-07-01,18944.29
75152,2024-10-01,19497.27
75827,2022-10-01,17662.01
76349,2022-07-01,20675.42
75774,2021-01-01,22591.74
76339,2024-03-01,22519.73
75236,2024-07-01,20286.29
75961,2021-09-01,17981.56
76291,2021-08-01,20222.57
75083,2022-01-01,23975.22
75477,2021-03-01,17227.58
75489,2024-03-01,16637.67
76132,2021-02-01,20467.88
75603,2021-12-01,21691.56
75779,2021-05-01,17497.52
75164,2023-10-01,20252.55
75120,2024-11-01,13798.4
75232,2022-12-01,17945.18
75925,2024-11-01,25764.68
75132,2023-02-01,21038.62
75594,2024-05-01,14764.83
75466,2021-02-01,15434.29
75381,2021-07-01,11782.5
75317,2023-12-01,26117.47
75240,2021-06-01,13027.08
76219,2024-12-01,5354.86
75873,2023-03-01,10967.15
76397,2024-04-01,18265.04
75992,2023-10-01,14414.92
75099,2024-07-01,18646.77
76273,2021-04-01,19707.56
76436,2023-03-01,14880.08
75057,2022-11-01,13401.46
75509,2022-10-01,22554.37
75137,2021-08-01,19492.03
76268,2021-03-01,4619.74
75712,2023-03-01,10313.96
75600,2023-07-01,9036.05
75811,2023-05-01,17202.59
75346,2021-06-01,19014.09
75368,2024-11-01,17142.51
76353,2024-07-01,14857.94
75319,2022-05-01,23109.68
75585,2022-10-01,19602.44
75510,2023-05-01,13439.4
75531,2024-07-01,13764.2
75413,2023-03-01,14189.14
76150,2021-03-01,16262.87
75196,2021-06-01,18175.92
75680,2022-04-01,20066.93
75764,2022-11-01,13883.36
75356,2024-05-01,11218.18
76039,2021-04-01,19967.46
75692,2023-02-01,22144.53
75079,2021-01-01,26550.78
75119,2023-07-01,20023.74
75090,2021-12-01,14350.33
75317,2021-12-01,21053.31
76034,2023-09-01,17245.83
75278,2024-09-01,11273.87
76115,2022-05-01,17757.69
75086,2022-08-01,19413.07
75047,2024-05-01,25167.89
76468,2024-03-01,18356.73
75846,2021-09-01,13923.32
76383,2021-11-01,8565.44
76366,2024-05-01,11854.56
76275,2023-05-01,13148.86
75087,2022-08-01,26331.26
75142,2021-11-01,17045.12
75369,2021-11-01,17552.0
76117,2021-06-01,23505.95
75632,2023-06-01,21013.19
76082,2024-07-01,16689.6
76136,2021-04-01,23732.35
76146,2024-05-01,14579.95
75115,2023-12-01,19418.31
75793,2023-12-01,11723.71
75990,2023-03-01,19301.06
75529,2023-12-01,23088.71
76152,2023-03-01,22356.51
76082,2021-10-01,22510.73
75590,2023-11-01,32438.86
75642,2023-07-01,16662.17
75256,2023-02-01,13481.27
76459,2022-12-01,20280.22
75237,2023-08-01,13598.34
75549,2024-05-01,12335.45
75634,2021-11-01,16737.99
76046,2023-08-01,27901.39
76041,2022-05-01,21445.17
75714,2022-03-01,19902.47
75704,2024-09-01,9636.1
75833,2022-01-01,14885.39
75232,2024-08-01,25162.8
75320,2021-12-01,16650.16
76484,2023-03-01,28974.7
75169,2021-08-01,20240.24
76462,2024-05-01,17247.67
76492,2023-10-01,16430.12
75822,2024-07-01,17674.75
76109,2023-07-01,10740.9
76425,2021-10-01,22865.31
75900,2024-03-01,20208.49
76452,2022-01-01,16719.04
75663,2021-09-01,17442.45
76354,2022-04-01,22048.95
75234,2021-11-01,28148.83
76248,2023-12-01,25657.86
76452,2021-02-01,18928.78
75561,2021-08-01,13886.95
75934,2023-06-01,10333.45
75193,2021-08-01,18613.47
75892,2022-12-01,14083.81
75274,2024-02-01,18775.99
76125,2022-10-01,19453.24
76290,2023-08-01,21584.63
76497,2021-10-01,12142.35
75406,2021-01-01,13564.33
75109,2024-07-01,16429.06
75174,2024-10-01,19302.5
75205,2024-08-01,19007.92
75964,2024-06-01,30890.36
75383,2022-09-01,6703.69
76265,2024-05-01,23551.17
75152,2022-02-01,23293.6
76254,2023-02-01,13423.51
76466,2024-08-01,15638.39
75367,2023-07-01,26807.87
75221,2021-12-01,14889.17
75380,2023-12-01,14972.25
75085,2024-03-01,18599.67
75276,2023-07-01,20561.73
75277,2021-06-01,22987.8
75297,2022-09-01,23203.41
75398,2021-09-01,21909.25
75502,2022-09-01,8459.91
76300,2022-12-01,17793.28
76482,2024-03-01,21324.35
76240,2021-04-01,21423.76
76210,2024-02-01,14450.16
75116,2022-07-01,12886.61
76321,2022-10-01,12542.21
76163,2022-07-01,20327.64
75511,2022-02-01,23036.28
76285,2024-05-01,18709.37
75594,2022-12-01,12650.37
75689,2021-04-01,18898.02
76334,2023-12-01,13240.58
76177,2023-01-01,14315.07
76011,2023-12-01,16156.92
75854,2024-01-01,14007.39
76293,2024-02-01,12348.91
75083,2024-04-01,25746.86
75114,2023-11-01,8560.74
75670,2022-06-01,15042.1
76088,2022-02-01,16921.09
75314,2023-08-01,24139.81
75129,2023-02-01,19473.34
76203,2024-11-01,16592.28
76400,2023-05-01,14294.04
75667,2022-03-01,23736.36
75722,2023-08-01,13966.88
75446,2022-07-01,19055.75
75696,2023-10-01,17153.03
76184,2023-10-01,20400.27
75246,2021-09-01,25855.54
75747,2024-09-01,21527.47
75281,2022-11-01,17355.42
76376,2021-01-01,26378.53
76071,2024-12-01,25899.07
75094,2023-01-01,23697.61
75930,2024-01-01,19410.18
75765,2023-06-01,14144.45
75045,2021-09-01,6169.8
75359,2021-01-01,19057.19
75845,2024-11-01,21869.97
75086,2022-04-01,11314.41
76189,2021-09-01,20077.42
76334,2022-03-01,15772.83
76188,2024-07-01,20551.25
76325,2022-09-01,14917.25
76455,2022-12-01,14369.73
75410,2024-01-01,17694.57
75903,2022-07-01,12118.07
75703,2022-03-01,22807.82
76268,2024-02-01,18101.21
76198,2024-06-01,12277.1
76088,2023-10-01,14922.1
75713,2023-10-01,20951.12
75013,2023-08-01,16492.83
76249,2022-11-01,21549.59
75177,2022-11-01,13024.39
75212,2024-07-01,16601.42
75027,2024-03-01,17638.99
75905,2023-07-01,29134.53
75847,2022-07-01,14360.24
75859,2022-01-01,21132.67
75616,2024-05-01,20357.32
76076,2024-09-01,26739.0
75415,2022-10-01,24797.88
76056,2022-03-01,15687.21
75109,2022-03-01,12753.47
75139,2023-04-01,10921.25
76285,2024-01-01,19179.87
76409,2024-12-01,23069.04
75833,2022-02-01,23719.07
76370,2022-04-01,16694.53
75865,2024-10-01,18221.87
75189,2021-05-01,25130.25
75546,2024-01-01,14184.02
75971,2021-10-01,5623.35
75933,2024-11-01,23765.99
76212,2024-08-01,12198.15
76372,2024-05-01,16547.07
76153,2022-08-01,20282.96
76003,2022-05-01,15689.1
75088,2021-02-01,23401.69
75926,2023-01-01,31356.64
75941,2023-02-01,13964.78
75276,2024-12-01,18669.46
76325,2021-02-01,18024.94
75906,2024-05-01,19564.02
75602,2021-09-01,14982.99
75622,2024-07-01,14749.07
75579,2022-10-01,14867.41
75583,2022-08-01,15692.69
75359,2024-08-01,15771.76
75474,2024-08-01,5473.91
76212,2022-06-01,18443.07
75874,2022-11-01,16494.03
76073,2022-06-01,14407.79
76007,2021-01-01,18465.18
76408,2022-11-01,17972.53
75695,2021-10-01,16011.64
75039,2023-06-01,18043.86
75315,2022-08-01,15090.53
75298,2024-12-01,12155.02
76205,2021-04-01,27805.42
75994,2022-08-01,15520.31
76035,2023-10-01,19327.71
75054,2022-02-01,30982.3
76272,2022-04-01,15931.51
76027,2021-01-01,20301.0
76006,2022-09-01,29633.46
75511,2021-04-01,9750.22
76370,2023-05-01,24669.11
75744,2023-09-01,19110.62
76374,2022-04-01,15474.1
75959,2024-02-01,18242.39
75740,2022-10-01,16190.82
75005,2024-08-01,25881.26
75731,2021-06-01,17919.95
76148,2021-01-01,21489.1
75720,2023-07-01,15355.47
76228,2023-08-01,19461.86
76323,2024-06-01,16085.96
75203,2021-05-01,10900.41
75416,2023-06-01,24542.04
76279,2021-03-01,19740.62
75625,2021-01-01,21856.12
75597,2023-06-01,14357.9
75214,2023-02-01,23923.57
75812,2021-10-01,20339.16
75224,2024-06-01,18751.16
76194,2021-12-01,23146.35
