zip_code,reading_date,usage_kwh
75618,2021-06-01,12739.51
75526,2022-02-01,13494.67
76454,2024-02-01,15420.45
75123,2022-10-01,16741.62
75107,2024-01-01,8954.72
75041,2021-04-01,9567.43
75921,2022-11-01,8227.27
75994,2022-03-01,11297.94
75058,2022-12-01,13399.08
76363,2021-03-01,14962.0
75604,2023-11-01,11772.15
75037,2023-05-01,11040.46
75525,2024-08-01,12455.27
75563,2023-09-01,9494.57
75182,2022-06-01,18268.62
75006,2023-06-01,7177.02
75198,2024-05-01,12554.22
76392,2023-12-01,18070.82
75793,2023-05-01,12020.4
76340,2024-01-01,11429.88
75294,2022-08-01,10927.66
75394,2024-11-01,11458.82
75844,2023-04-01,16118.55
75934,2021-07-01,5364.41
75854,2023-05-01,16600.3
75957,2021-01-01,7728.13
75160,2024-11-01,11200.04
76290,2021-06-01,10712.27
75038,2023-09-01,13765.66
75107,2024-08-01,7205.63
76425,2023-05-01,13386.52
76384,2024-07-01,18072.93
75629,2022-08-01,7910.48
75165,2023-01-01,12569.12
75945,2021-04-01,10014.05
75844,2022-05-01,13277.66
75762,2022-11-01,12057.44
76352,2023-05-01,10075.54
75423,2022-09-01,13463.62
76036,2024-12-01,17413.04
75857,2023-10-01,11427.29
76196,2024-07-01,14159.27
75438,2021-09-01,8120.18
76461,2022-06-01,9130.69
75213,2022-06-01,13417.22
75428,2024-08-01,16452.35
75891,2023-09-01,13066.84
76130,2022-01-01,11060.83
76433,2023-05-01,11997.87
76432,2024-03-01,8248.78
76324,2023-10-01,13813.55
75195,2023-03-01,14647.0
75243,2021-08-01,10643.73
76368,2024-05-01,10589.87
76361,2024-04-01,12797.63
75997,2022-02-01,10689.84
75530,2022-03-01,11801.6
75652,2021-09-01,18299.17
75285,2024-04-01,11258.92
75799,2021-03-01,10924.98
75782,2022-12-01,10057.37
76111,2021-11-01,14232.58
76030,2021-12-01,11456.33
75582,2023-03-01,10051.88
75846,2022-09-01,15963.91
76127,2021-06-01,16258.81
76196,2023-11-01,10198.73
75578,2021-11-01,6400.38
75870,2022-06-01,15022.54
75069,2022-03-01,9946.11
76174,2022-07-01,14371.88
75928,2022-12-01,6089.69
76107,2022-10-01,14677.79
75216,2023-04-01,8366.48
75865,2021-03-01,14192.29
75716,2024-03-01,12042.82
76425,2021-05-01,9138.18
76029,2022-08-01,10778.89
75702,2024-09-01,14058.96
76215,2021-09-01,12317.68
75498,2023-04-01,13753.24
76030,2024-06-01,17929.32
75793,2022-12-01,7307.28
75482,2023-10-01,16851.64
75955,2021-04-01,12313.07
76309,2024-04-01,9303.65
76133,2024-04-01,8009.06
75165,2021-02-01,11432.64
75217,2021-09-01,14764.95
76012,2023-01-01,11617.35
75769,2023-08-01,16533.46
76274,2021-07-01,7646.47
75128,2021-05-01,11963.73
75508,2022-03-01,8242.82
76054,2021-10-01,13090.9
76181,2024-04-01,14660.66
75640,2023-02-01,10737.71
76438,2023-10-01,4187.36
75113,2023-09-01,12596.84
75317,2021-05-01,13310.22
76474,2022-01-01,13212.88
75700,2024-01-01,15707.35
75491,2023-03-01,8786.84
75298,2023-09-01,14040.65
76098,2023-07-01,15577.52
76444,2022-10-01,6664.24
75580,2021-09-01,12958.96
75773,2024-11-01,10487.46
75215,2024-06-01,11755.43
76092,2022-10-01,13043.03
75776,2021-11-01,10538.31
75951,2024-05-01,9972.88
75547,2022-10-01,12102.46
76326,2021-09-01,8738.26
76309,2022-09-01,8742.52
76092,2022-12-01,14038.12
75909,2021-10-01,8553.62
75607,2022-04-01,13998.94
76027,2021-10-01,13387.77
75419,2024-07-01,6822.58
75312,2023-02-01,9967.31
75517,2022-07-01,15582.33
76272,2021-03-01,9056.5
76159,2021-08-01,10606.79
75952,2022-11-01,13386.18
75610,2023-05-01,14350.17
75023,2022-12-01,11245.38
76080,2023-05-01,10207.47
75410,2024-10-01,16267.11
75957,2021-08-01,17216.7
75775,2023-06-01,14936.57
75686,2023-07-01,12255.95
75356,2024-11-01,9575.2
75541,2024-08-01,9508.67
75008,2024-01-01,13567.54
76405,2022-07-01,13255.19
75716,2021-10-01,16204.8
75504,2023-04-01,13951.35
75610,2024-01-01,7490.76
75286,2021-03-01,15155.84
75781,2021-03-01,9005.82
75683,2023-01-01,10848.09
75086,2023-12-01,12750.6
76000,2023-09-01,17987.0
75789,2023-08-01,21329.76
75852,2024-08-01,13820.17
75398,2022-06-01,11450.41
75706,2021-01-01,13603.52
76477,2022-01-01,14662.97
75681,2022-12-01,11038.0
76317,2024-09-01,17385.63
75025,2023-01-01,12690.21
75163,2022-07-01,13493.23
76114,2021-12-01,13997.77
75685,2021-04-01,13264.76
75351,2021-02-01,14516.82
75105,2021-07-01,10148.24
75817,2021-09-01,10325.09
75346,2022-09-01,8699.54
75768,2023-11-01,13318.5
75751,2022-06-01,14336.81
76174,2021-02-01,13373.32
76184,2022-02-01,17023.48
76127,2022-09-01,11983.21
76083,2023-01-01,14006.22
75781,2022-12-01,8724.9
75488,2024-07-01,10838.7
75458,2022-02-01,14086.61
75613,2023-04-01,14547.31
75716,2024-12-01,11118.1
76185,2023-04-01,11785.2
75739,2023-04-01,7446.38
75038,2021-10-01,10928.91
75754,2023-09-01,14671.15
76422,2021-06-01,13725.62
75168,2022-10-01,13502.0
75405,2024-03-01,12149.32
75896,2023-09-01,12021.19
75063,2024-08-01,10019.04
75544,2022-02-01,14096.49
75237,2021-09-01,13262.92
76441,2021-11-01,13476.06
75540,2021-01-01,10421.9
75274,2022-01-01,5539.97
76464,2023-05-01,15291.46
75531,2023-02-01,10563.49
75383,2024-11-01,9411.67
75861,2023-11-01,14080.44
75311,2021-09-01,10823.96
75007,2023-07-01,15179.81
76455,2023-12-01,13851.02
75502,2024-09-01,14050.71
75589,2024-03-01,7902.13
76482,2022-10-01,15635.83
76403,2021-12-01,12783.75
75116,2022-11-01,10892.17
75405,2021-10-01,12430.17
75647,2021-05-01,6671.29
76292,2021-02-01,13225.96
75402,2023-12-01,8911.89
76303,2022-12-01,7941.99
75710,2021-02-01,7432.92
75996,2022-05-01,15338.07
75236,2021-01-01,10112.21
75387,2023-08-01,16601.18
76150,2024-03-01,10392.6
75864,2024-11-01,6877.93
75600,2023-09-01,8650.43
76078,2024-03-01,15707.43
75463,2022-03-01,11532.31
75091,2021-08-01,10355.14
76470,2022-11-01,12480.05
75262,2024-02-01,13505.35
75151,2024-10-01,15352.2
76107,2021-08-01,16345.5
75801,2024-07-01,10920.69
76353,2022-03-01,8021.86
75284,2024-01-01,10759.6
75643,2021-02-01,12780.84
76173,2022-08-01,9108.72
76258,2022-02-01,9128.55
76488,2021-07-01,13031.36
75263,2023-10-01,11854.04
76038,2021-02-01,12098.39
75328,2024-07-01,9724.51
76363,2024-07-01,11308.8
75018,2022-07-01,9227.3
76342,2023-07-01,14670.6
75526,2023-12-01,15105.75
75256,2024-03-01,6461.44
76090,2024-11-01,9211.47
75070,2021-03-01,7510.41
75808,2021-12-01,10049.93
75498,2024-09-01,11749.69
76177,2022-05-01,7651.06
75049,2024-12-01,9234.42
75761,2021-03-01,8988.13
75864,2021-03-01,12621.8
76472,2023-10-01,12208.03
76240,2022-09-01,9834.79
75786,2022-03-01,12530.46
75284,2022-10-01,10359.96
76469,2021-12-01,11185.03
75969,2024-04-01,17020.36
76377,2023-04-01,16021.38
76298,2021-08-01,8101.26
75349,2023-01-01,14489.2
75514,2021-10-01,14434.19
76206,2024-01-01,8555.21
76381,2024-08-01,14456.33
75417,2021-11-01,16613.8
75926,2024-11-01,8632.37
75379,2022-12-01,9247.49
76144,2023-08-01,15052.98
75134,2023-12-01,12814.49
75905,2022-11-01,13654.43
75637,2023-05-01,13021.77
75897,2022-04-01,13172.09
75133,2022-08-01,8020.58
75733,2023-12-01,15141.95
76451,2022-04-01,15508.77
76410,2023-06-01,11311.83
75481,2021-02-01,11869.57
76119,2021-11-01,7406.68
76442,2021-05-01,13542.76
76223,2023-09-01,13716.17
76218,2024-02-01,11813.43
76111,2021-11-01,15373.06
76195,2021-05-01,10997.77
75739,2021-07-01,13693.82
75087,2024-10-01,8941.01
76201,2022-11-01,11929.34
75339,2023-06-01,11476.94
75040,2024-03-01,12675.92
75825,2021-01-01,10891.42
76199,2021-11-01,11605.58
75137,2024-09-01,14478.14
76384,2024-09-01,10689.71
76265,2021-07-01,7180.27
75957,2021-03-01,17248.75
75858,2023-06-01,16144.36
75908,2022-12-01,8123.21
75882,2024-11-01,14069.12
76309,2022-12-01,10491.08
76329,2022-06-01,12790.46
76290,2023-12-01,12882.67
75205,2024-07-01,11296.78
76395,2024-07-01,9648.7
76117,2024-01-01,9928.38
75639,2022-03-01,9251.42
75415,2021-12-01,9504.53
76175,2022-05-01,11798.47
75517,2024-10-01,9852.72
75673,2022-11-01,14046.16
76241,2024-05-01,16461.74
75804,2024-11-01,10259.84
75993,2023-02-01,12718.21
75664,2024-10-01,13499.06
76330,2023-04-01,13416.01
75107,2022-08-01,12227.87
75637,2024-08-01,14228.05
75092,2024-04-01,13446.75
76362,2024-08-01,8287.01
75741,2023-02-01,14607.47
76017,2024-11-01,14661.87
75448,2023-08-01,9710.14
75458,2021-12-01,12113.81
76406,2021-10-01,14049.99
76135,2023-04-01,11372.06
75099,2024-05-01,15218.93
75700,2021-02-01,19091.62
75009,2022-11-01,9642.04
75745,2023-05-01,7856.87
75458,2021-07-01,12911.46
76196,2023-04-01,14164.69
75406,2021-08-01,11307.4
76159,2022-11-01,16359.78
75738,2021-10-01,7984.18
76425,2024-05-01,14078.76
75226,2024-02-01,10182.42
75495,2023-06-01,17158.13
75544,2023-12-01,17977.55
75316,2024-06-01,9700.03
76042,2024-08-01,10351.33
76300,2021-02-01,14578.76
76137,2024-12-01,10838.61
75404,2022-10-01,11863.77
75054,2023-05-01,12076.17
76468,2023-01-01,6240.98
76439,2022-07-01,11958.49
75754,2024-08-01,9930.82
75171,2021-08-01,10520.63
75863,2023-07-01,16330.9
75197,2024-02-01,8230.48
76021,2023-12-01,14439.62
75387,2024-12-01,11163.11
75242,2022-09-01,11160.72
76415,2023-10-01,14371.12
76036,2021-08-01,13020.15
75717,2023-11-01,13711.84
75978,2024-06-01,14904.55
75516,2022-12-01,11006.07
75826,2021-12-01,10163.29
75903,2021-05-01,8744.55
75732,2024-05-01,9523.77
75614,2022-03-01,20847.28
75682,2022-10-01,15734.04
76079,2023-08-01,7946.78
75663,2023-02-01,8032.63
75946,2022-06-01,13445.6
75414,2021-06-01,13641.79
75395,2023-05-01,13646.65
75913,2022-06-01,11235.13
75675,2022-01-01,11623.64
75536,2021-11-01,12983.64
76268,2021-12-01,12257.68
75464,2023-06-01,5342.1
75090,2023-09-01,11310.6
76407,2023-01-01,9445.78
76217,2022-02-01,12525.63
76246,2021-01-01,20955.78
76308,2022-07-01,13102.44
76406,2021-08-01,11059.41
75491,2023-02-01,14765.4
76395,2024-08-01,13448.06
75810,2023-03-01,13260.28
75634,2023-03-01,13820.55
75591,2024-04-01,18169.63
76051,2023-11-01,8607.33
76108,2022-06-01,13420.9
75370,2023-10-01,9220.86
75016,2021-06-01,13666.54
76446,2021-12-01,9243.94
76425,2023-05-01,10747.9
76266,2024-05-01,11114.73
76357,2021-04-01,14927.45
76103,2021-09-01,14755.36
75432,2022-10-01,8262.85
76303,2022-10-01,12164.8
75926,2022-07-01,9871.26
75773,2024-12-01,8224.49
76415,2022-05-01,11348.95
75039,2021-04-01,11074.55
75483,2023-05-01,19280.15
75927,2024-02-01,13298.88
75668,2024-07-01,7867.15
75877,2023-09-01,10305.68
75934,2021-11-01,15064.15
75851,2022-12-01,18265.33
76259,2022-09-01,7242.05
75567,2022-11-01,6360.23
75840,2023-07-01,17612.9
75581,2024-03-01,13168.84
75970,2024-09-01,9395.12
75556,2023-06-01,13603.89
75459,2021-04-01,4092.76
75352,2021-04-01,12010.13
76331,2021-02-01,12983.46
76123,2023-12-01,14772.81
75042,2023-10-01,8958.31
75823,2024-07-01,12257.06
75218,2022-07-01,9223.73
76223,2022-03-01,12766.15
76223,2022-01-01,9313.96
75538,2022-04-01,10775.7
75658,2021-01-01,9012.55
75480,2023-08-01,13953.41
76112,2022-04-01,14575.35
75431,2021-07-01,11296.14
75798,2023-12-01,12114.71
75685,2022-08-01,7654.23
75302,2024-02-01,11100.97
75638,2023-05-01,11849.39
75432,2023-03-01,19862.38
76290,2021-03-01,8664.1
76400,2024-04-01,16392.53
75186,2021-07-01,14990.58
75304,2023-11-01,12841.91
76384,2024-07-01,17275.86
76293,2022-04-01,13116.32
76121,2022-07-01,13167.48
75694,2024-03-01,11840.64
76239,2021-07-01,15670.71
75045,2021-06-01,15289.41
76462,2024-10-01,10122.97
76192,2023-08-01,8042.26
76184,2022-08-01,11391.06
75053,2024-02-01,9599.88
75139,2021-01-01,11809.43
75088,2023-07-01,15712.31
76225,2021-06-01,10628.1
75841,2024-12-01,11871.53
75866,2022-02-01,12174.07
75255,2021-11-01,14545.29
75240,2022-10-01,5259.33
75984,2024-05-01,10179.9
76069,2021-03-01,12633.85
75596,2024-02-01,15600.24
75756,2023-09-01,10524.29
75696,2024-04-01,6370.34
75318,2022-12-01,13859.13
76238,2024-04-01,10093.91
76107,2023-09-01,8431.0
76128,2022-09-01,10126.96
75175,2023-05-01,11446.42
76163,2022-09-01,10185.77
76144,2022-03-01,5383.3
75212,2024-02-01,14691.2
75284,2021-01-01,15824.63
76482,2022-11-01,13954.57
75665,2023-08-01,8586.94
75800,2023-12-01,11395.53
75638,2021-09-01,11980.44
75632,2022-09-01,13796.38
76076,2024-02-01,14005.02
75010,2023-03-01,9797.48
76311,2023-03-01,12245.99
75658,2024-11-01,13371.84
76037,2021-11-01,16367.47
75303,2024-11-01,14113.52
75105,2021-03-01,14367.17
76448,2022-02-01,12251.48
76131,2023-08-01,16231.38
75291,2024-09-01,13229.29
75119,2023-06-01,9416.74
75905,2023-06-01,16210.11
76452,2024-10-01,14093.71
76382,2023-02-01,10670.87
75226,2023-04-01,10561.52
76001,2022-06-01,12889.73
75042,2021-11-01,13389.55
75894,2024-01-01,12591.88
75064,2022-03-01,12933.93
76200,2024-11-01,17099.87
76412,2022-05-01,15214.63
75740,2024-05-01,12571.91
75453,2023-09-01,14823.93
76495,2021-02-01,8902.43
75067,2023-10-01,13193.78
75914,2021-04-01,17427.92
75417,2021-01-01,11345.86
75807,2023-07-01,9457.1
76163,2023-05-01,10043.73
75459,2022-03-01,8731.1
75662,2023-02-01,9645.71
76118,2023-03-01,10888.48
75420,2022-06-01,7783.3
75915,2023-07-01,12046.86
75473,2024-10-01,14706.83
75391,2022-01-01,9276.73
76376,2022-02-01,16557.85
76221,2021-01-01,13532.38
75391,2021-04-01,15091.74
76323,2021-09-01,10026.5
75608,2024-09-01,14563.58
75300,2024-02-01,8724.2
76451,2022-08-01,14670.74
75283,2022-04-01,12515.52
76400,2024-09-01,13659.75
75121,2021-09-01,8473.22
76445,2021-11-01,9314.79
76445,2023-07-01,13791.68
76435,2024-08-01,9154.96
75776,2022-12-01,13389.62
76161,2022-08-01,7898.59
76445,2024-07-01,14544.52
75937,2023-05-01,8302.43
75919,2022-09-01,13656.9
75658,2022-11-01,13876.89
76186,2024-12-01,9909.68
75403,2024-06-01,13746.08
75736,2023-09-01,12781.33
75468,2023-09-01,10383.47
75309,2021-04-01,8974.34
76082,2021-11-01,6112.12
75879,2023-12-01,13048.95
75428,2024-04-01,7305.59
75588,2024-05-01,12286.03
76110,2022-02-01,11209.66
76494,2024-03-01,14037.43
75945,2023-06-01,11093.86
76476,2023-02-01,11011.66
75951,2024-08-01,14195.61
75238,2023-03-01,13005.17
75924,2021-11-01,12948.47
75589,2021-03-01,13407.8
76326,2022-07-01,7393.28
75646,2022-03-01,14270.37
75281,2022-01-01,13837.41
75609,2023-02-01,8949.95
76023,2021-07-01,11267.76
75250,2023-01-01,11882.08
75101,2023-02-01,11596.51
75377,2024-07-01,13001.58
75472,2023-02-01,16294.1
75747,2021-06-01,15245.3
75440,2022-01-01,8063.34
76070,2021-04-01,13866.21
75086,2024-02-01,15986.8
75871,2022-07-01,13160.43
75126,2024-01-01,15272.94
76054,2023-04-01,18036.81
75620,2023-12-01,15071.13
75093,2024-07-01,12747.93
76160,2021-03-01,15135.27
75190,2022-08-01,12434.66
76467,2022-05-01,12071.71
75617,2022-01-01,10945.76
75872,2023-08-01,16690.24
75244,2021-10-01,9544.71
76261,2022-01-01,16597.1
75212,2022-03-01,13499.59
76107,2023-08-01,7802.08
75130,2021-01-01,13102.95
75590,2023-07-01,5699.92
76150,2021-08-01,13876.52
76061,2024-02-01,14655.69
76166,2023-06-01,10222.93
76283,2023-10-01,12370.64
76038,2021-12-01,17862.47
75059,2021-09-01,10482.76
76096,2024-10-01,8823.28
75330,2021-08-01,16444.99
75711,2021-02-01,17887.76
75103,2024-05-01,12011.09
76189,2022-08-01,15034.39
75081,2022-03-01,16024.43
75954,2021-06-01,9772.55
75193,2021-12-01,10544.08
76185,2024-11-01,15692.62
76023,2024-05-01,17055.04
76357,2024-06-01,13688.64
75516,2021-12-01,9360.56
75348,2022-12-01,17961.18
75018,2021-09-01,10407.09
76386,2023-02-01,10994.59
76448,2024-01-01,13027.01
76074,2021-01-01,16662.48
75776,2021-01-01,14561.93
75366,2023-04-01,13244.6
75033,2022-11-01,13389.87
76208,2023-08-01,12130.54
75328,2024-05-01,13674.42
76171,2022-10-01,4411.32
75570,2024-09-01,11110.18
75433,2024-07-01,12723.97
76369,2024-10-01,8546.96
75361,2022-01-01,13158.97
75621,2023-02-01,11386.59
76093,2024-07-01,17266.43
75341,2021-06-01,16719.06
76213,2022-03-01,10602.58
76244,2022-08-01,11547.49
75442,2024-06-01,11778.16
75435,2023-02-01,10645.02
76316,2024-05-01,12585.07
76360,2021-05-01,9725.15
75407,2021-10-01,8608.15
75348,2022-08-01,13868.13
75335,2021-05-01,13888.59
75281,2024-07-01,9587.05
75267,2021-09-01,14686.07
75833,2022-06-01,10105.27
75023,2024-01-01,12759.5
75906,2022-02-01,14461.03
75432,2021-05-01,11899.16
75559,2024-06-01,13364.22
75964,2022-02-01,10450.71
75328,2023-07-01,11410.6
75034,2021-04-01,11382.42
75488,2022-09-01,9760.26
75208,2022-03-01,11469.68
75236,2022-09-01,7354.15
76099,2021-10-01,10526.54
76392,2023-05-01,11145.37
76329,2023-06-01,11231.46
75135,2024-08-01,11275.51
75951,2023-11-01,11814.71
75854,2022-09-01,13438.32
75983,2023-07-01,14623.55
75985,2023-09-01,10050.7
75253,2023-02-01,8390.4
75250,2021-03-01,8873.87
75382,2023-01-01,10538.39
76172,2021-11-01,10944.24
75096,2021-09-01,9690.01
75695,2023-11-01,8111.65
75876,2024-02-01,10631.64
76386,2022-11-01,12544.28
76167,2021-07-01,13785.09
75441,2024-06-01,10327.73
75912,2023-05-01,10761.01
75913,2024-09-01,9219.91
76029,2023-05-01,11905.68
76376,2024-05-01,9454.71
75083,2024-10-01,13719.38
76273,2024-01-01,6642.4
76341,2022-07-01,10921.11
75269,2023-01-01,12903.32
76450,2023-10-01,12551.5
75640,2021-01-01,20079.1
76202,2023-01-01,13049.4
75609,2024-05-01,8987.84
76306,2021-03-01,11713.61
76208,2021-05-01,6671.26
75386,2021-09-01,11758.2
75288,2022-01-01,9500.83
76191,2023-02-01,14746.17
76180,2021-05-01,10351.38
76115,2022-09-01,11649.7
76053,2024-09-01,10093.33
75126,2021-10-01,17216.55
76020,2022-07-01,11036.27
75966,2024-04-01,17497.67
75777,2023-12-01,14442.46
75594,2021-12-01,13446.2
76478,2024-10-01,13106.2
75181,2021-02-01,13181.39
75613,2022-11-01,6216.98
75624,2021-08-01,11163.35
76167,2023-07-01,14535.47
75230,2023-03-01,11853.31
76418,2021-01-01,7784.43
76252,2021-06-01,11842.79
76389,2022-01-01,17112.32
76369,2022-12-01,15740.68
75821,2022-09-01,11813.99
75512,2024-11-01,14854.35
75488,2024-02-01,10900.48
75492,2022-08-01,6888.39
75544,2021-05-01,9226.6
75329,2022-12-01,16688.67
75706,2021-02-01,11178.02
75273,2024-11-01,11269.85
76329,2022-04-01,11100.49
75713,2024-11-01,17712.41
76081,2024-01-01,16877.88
76315,2023-07-01,18656.34
75004,2024-12-01,11522.86
76118,2023-03-01,12886.87
76443,2023-05-01,7450.07
76162,2021-02-01,16430.8
75561,2021-05-01,8496.66
75842,2023-11-01,12650.33
75806,2021-09-01,8708.09
76332,2022-09-01,10233.4
75424,2022-09-01,9488.21
76469,2024-04-01,10176.37
76119,2022-04-01,10382.63
76358,2021-08-01,10355.19
75265,2021-01-01,14500.0
76298,2021-05-01,8685.41
75787,2021-08-01,12661.62
76014,2022-08-01,15653.88
76119,2022-04-01,10460.41
75782,2024-08-01,9846.24
75175,2023-01-01,11308.43
76151,2021-10-01,15539.18
75898,2022-01-01,12582.32
75765,2024-02-01,10406.36
75683,2022-03-01,13451.63
76066,2023-01-01,8693.12
75279,2022-04-01,14044.08
75681,2024-05-01,13225.82
76155,2024-11-01,11076.57
75615,2024-07-01,9484.24
76341,2022-08-01,9339.96
75149,2022-10-01,13604.45
76081,2021-12-01,15686.94
75050,2022-03-01,10088.08
75582,2024-03-01,13375.16
75680,2024-10-01,5738.92
76256,2021-07-01,10246.15
76241,2021-11-01,11906.82
75715,2021-05-01,9270.95
76240,2023-03-01,9190.48
76323,2023-03-01,9996.66
76223,2021-05-01,12876.58
75459,2023-08-01,11438.01
75191,2022-09-01,5285.31
75602,2023-04-01,5637.9
75012,2024-04-01,10179.4
76278,2021-08-01,13373.06
75264,2023-05-01,3757.49
75445,2021-10-01,10500.81
75965,2023-05-01,10421.26
75201,2021-01-01,16165.01
76439,2021-11-01,10844.93
75317,2021-06-01,13148.97
76271,2023-03-01,12423.77
75454,2021-03-01,5608.3
76482,2024-01-01,14304.62
75900,2023-04-01,12646.19
75318,2022-08-01,13524.81
76129,2021-01-01,23778.71
75983,2024-11-01,5747.66
76274,2024-04-01,17174.09
76144,2024-12-01,11137.66
76127,2024-06-01,12861.99
75245,2023-04-01,11863.46
75288,2022-04-01,10727.29
75415,2021-02-01,10290.5
75195,2023-10-01,12988.53
75343,2021-11-01,7448.48
76053,2021-01-01,14251.74
75948,2022-07-01,10751.42
76073,2023-01-01,8609.79
75218,2022-06-01,10649.96
75533,2021-07-01,15771.45
75022,2023-05-01,10393.99
76484,2023-02-01,13075.36
75522,2022-11-01,9807.13
76187,2021-01-01,14273.77
76240,2022-12-01,14056.52
75675,2023-08-01,17545.83
75054,2022-03-01,11473.31
75623,2023-01-01,14005.96
75931,2022-08-01,12294.2
75293,2023-12-01,15887.62
75018,2024-02-01,9843.5
75893,2023-12-01,14235.02
75591,2024-03-01,11415.91
75790,2023-02-01,11807.44
75647,2024-11-01,12275.26
75556,2024-02-01,12756.72
75404,2022-04-01,11651.31
75753,2022-10-01,12644.14
76234,2021-04-01,16734.35
76128,2022-12-01,14956.35
76378,2023-01-01,14607.46
75518,2023-01-01,10633.38
75005,2023-06-01,9332.28
75791,2023-02-01,14865.9
75104,2022-09-01,14628.14
75240,2022-11-01,16418.01
75435,2024-10-01,10188.06
76160,2023-02-01,11311.35
75080,2024-05-01,7081.55
75794,2023-02-01,10822.59
75071,2024-04-01,14989.71
75197,2023-04-01,10600.51
76448,2021-05-01,13921.44
75415,2023-01-01,11428.49
75186,2024-12-01,12972.17
75206,2022-12-01,8556.93
75654,2022-04-01,12255.63
75174,2024-04-01,3026.59
75981,2024-09-01,11439.31
76284,2022-10-01,7108.58
75973,2022-05-01,15617.98
76308,2024-04-01,14332.22
75331,2023-06-01,13400.01
75781,2022-08-01,16563.02
76346,2023-08-01,9153.25
76439,2022-06-01,17242.09
76444,2024-02-01,14796.57
76397,2024-02-01,11290.33
75444,2024-12-01,15406.86
75219,2023-01-01,8681.12
76353,2023-01-01,9526.46
75230,2023-03-01,10174.23
75063,2022-09-01,10413.07
75999,2022-06-01,8830.33
75856,2024-07-01,15669.25
76246,2022-10-01,11223.44
76181,2021-09-01,13057.51
75183,2022-04-01,10288.95
75766,2024-06-01,6538.19
76047,2021-03-01,12810.17
75891,2023-08-01,6263.24
75739,2022-09-01,11794.1
75401,2023-05-01,7895.05
75564,2021-01-01,17961.83
75253,2022-05-01,14734.09
76342,2024-09-01,12317.26
76254,2023-05-01,15791.12
75889,2022-03-01,9461.05
75914,2023-07-01,13630.44
75640,2024-03-01,12599.43
75359,2021-12-01,12792.06
76372,2022-07-01,15817.06
75676,2023-08-01,14197.48
75548,2024-02-01,12866.17
76345,2024-07-01,7035.34
75112,2021-11-01,9119.86
76347,2024-02-01,11631.87
76224,2022-08-01,12280.12
76031,2021-12-01,8609.39
76307,2024-01-01,19235.03
75451,2022-09-01,16549.18
75067,2022-03-01,13806.35
75646,2024-02-01,12216.11
75782,2021-01-01,11363.37
75802,2021-02-01,9144.24
75253,2023-09-01,12232.44
75620,2024-05-01,12773.26
76173,2023-05-01,8274.72
75792,2024-11-01,13002.53
75956,2022-07-01,11534.22
76226,2023-10-01,6276.58
76337,2022-09-01,9418.84
76111,2022-09-01,10759.18
75567,2024-12-01,17663.06
75084,2023-06-01,13669.66
75357,2021-04-01,7993.56
75285,2022-08-01,13458.11
76066,2024-01-01,7358.09
75795,2023-05-01,15248.07
76412,2021-11-01,10586.63
75808,2021-09-01,11719.09
75742,2022-06-01,15977.39
76351,2023-06-01,8138.51
75216,2022-08-01,7808.65
76465,2024-12-01,10249.2
75796,2022-06-01,15115.14
75625,2021-05-01,7441.96
76280,2021-02-01,3503.53
75050,2024-11-01,10646.52
76220,2023-03-01,13655.22
76402,2024-03-01,15600.79
75225,2024-03-01,10610.52
75431,2023-07-01,10765.72
75705,2022-12-01,15461.7
75960,2021-06-01,6390.77
76484,2021-11-01,10834.44
75633,2021-06-01,12571.27
75850,2021-11-01,13347.66
76439,2021-06-01,10470.58
75066,2022-10-01,12103.32
76017,2022-04-01,4535.02
75956,2022-11-01,10025.25
76454,2021-11-01,13360.53
75010,2021-02-01,9053.12
76137,2021-06-01,12176.95
75168,2024-09-01,13340.62
76060,2024-06-01,10972.35
75156,2022-03-01,12511.39
75459,2024-01-01,9111.8
75376,2023-08-01,11380.17
75033,2021-10-01,13830.65
75080,2024-12-01,12470.92
76043,2023-03-01,10240.41
75601,2023-05-01,12672.65
76175,2024-01-01,14143.83
75336,2021-04-01,5850.18
76024,2023-03-01,15477.22
75452,2021-07-01,10991.24
75022,2024-01-01,13276.47
75610,2021-03-01,15591.74
76343,2021-10-01,7884.98
76323,2024-12-01,9871.68
75526,2022-01-01,11134.35
75274,2022-11-01,9648.74
75622,2023-08-01,17204.81
75817,2022-04-01,9429.68
75171,2023-11-01,10333.36
75560,2024-10-01,12613.17
76416,2021-11-01,8393.55
76444,2022-09-01,10812.96
75751,2022-09-01,12952.36
75859,2022-05-01,11001.42
76450,2023-01-01,11719.84
76185,2023-10-01,10412.0
75479,2024-07-01,7456.59
75965,2024-12-01,12964.78
75722,2024-08-01,17264.8
75671,2021-05-01,12055.2
75107,2022-05-01,12675.79
76045,2024-11-01,14078.17
76368,2023-11-01,8192.01
75438,2021-01-01,17107.54
75263,2024-02-01,12606.99
75290,2024-04-01,16895.57
76264,2021-09-01,9800.9
76313,2021-12-01,17454.19
76067,2024-06-01,14325.47
76040,2022-06-01,13659.12
76414,2022-09-01,12702.07
75433,2021-05-01,11254.41
75363,2022-08-01,15601.59
75771,2022-07-01,12421.08
75408,2024-07-01,6098.79
75895,2022-11-01,8648.44
75742,2022-08-01,11442.46
75625,2024-05-01,12930.0
75359,2022-06-01,11830.23
76479,2023-09-01,15656.91
75528,2023-12-01,6146.69
75300,2022-12-01,12430.76
75568,2023-05-01,6546.06
75167,2021-11-01,14279.14
76277,2023-11-01,11716.62
